Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Quarter_Num,Year,Quarter_Date,Total_Casualties,Casualty_Rate,Fatality_Rate,Vehicles_per_Crash,Total_Factors,SPV_Prop,DAD_Prop,PWR_Prop,FTQ_Prop,Other_Factors_Prop,Quarter_Sin,Quarter_Cos,Severe_Crash,High_Casualty,State_Encoded,State_Adamawa,State_Akwa Ibom,State_Anambra,State_Bauchi,State_Bayelsa,State_Benue,State_Borno,State_Cross River,State_Delta,State_Ebonyi,State_Edo,State_Ekiti,State_Enugu,State_FCT,State_Gombe,State_Imo,State_Jigawa,State_Kaduna,State_Kano,State_Katsina,State_Kebbi,State_Kogi,State_Kwara,State_Lagos,State_Nasarawa,State_Niger,State_Ogun,State_Ondo,State_Osun,State_Oyo,State_Plateau,State_Rivers,State_Sokoto,State_Taraba,State_Yobe,State_Zamfara,Region,Region_Encoded,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West
12,17,180.3774349152494,626.1940371592619,44.168752328390894,310.1713591222262,128.03990405456912,-0.0043374308831721,-0.0113896009412625,0.3892216725914189,183.0207108091662,3.9548103015988967,2022.02921883102,8,662.4716292666367,2.253013625014336,0.0639978955742094,1.749176386467725,307.00299552334866,0.4142655132175686,-0.000185127955621,6.266216520437712e-05,0.0066379977660849,0.5775059353744888,-0.0015348505303233,0.9869058585570556,0.9942453781046634,0.988947437820959,16.933772101841793,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0159952330804445,0,1,0,False,0
4,2,16.0,32.0,10.0,17.0,10.0,0.0,0.0,0.0,7.0,2.0,2021.0,2,42.0,2.4705882352941178,0.238095238095238,1.0625,17.0,0.5882352941176471,0.0,0.0,0.0,0.4117647058823529,1.2246467991473532e-16,-1.0,1.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0,0,0,True,0
2,6,34.46231720430303,86.02486216275184,3.8245259282504342,37.37935573654287,19.91773370677732,-0.0073071802804378,-0.0037332368195444,2.373369052554745,17.17632536422125,1.0223708580583075,2023.0114994246387,9,86.5764285920898,2.3783900774146494,0.045654917360885,1.016203307626891,35.78790291433756,0.5163842385332339,-5.449773635640295e-05,0.0003432252180355,-0.0011881166905526,0.490106994188852,0.9901238547510908,0.0064603261405768,0.0035674823660192,0.002506286330018,6.151293652870544,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285545881989887,0,0,0,False,0
0,1,83.02724488501259,253.7259021662669,21.129804127527382,109.03083000944056,60.50600776984112,0.0142868335985547,0.0160016937667253,-0.0316042424320486,50.43086605837608,0.9907073144499046,2021.033209854479,1,267.69917711983817,3.7922576638691465,0.0778006164264479,1.3001283788158982,108.64162961519828,0.5419961527239883,-7.236747143616535e-05,0.000511946988967,-0.0035435712286802,0.4601914869225138,1.0280862168351994,0.0050515232856006,0.9928245799084324,1.006717222158921,0.8049011633614975,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9992086283991948,1,0,0,False,0
7,21,53.08888766185832,164.1199860193335,58.925667933837,54.61179985029933,-1.7103887424864577,-0.0214128550355517,1.0181495281383088,41.59382520739696,15.998490311208323,3.030727008204344,2021.057223788646,3,218.4372097370484,4.052833519529624,0.2696467633465382,1.08125731393192,59.31929308246116,-0.0054856082485466,-2.2388767024829674e-05,0.0174842560710006,0.7038199229874242,0.2764749227201927,-1.0164930469841995,0.0333710430016454,0.9988714975091912,0.992284905538461,21.040009697616597,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9360034406559987,0,1,0,False,0
13,12,23.25837906575422,45.38204662244485,2.3243529659158404,48.04622598461489,31.499945419990507,1.0049481848784256,0.0633781178972239,0.5267462212593375,10.503163618481256,4.004374877356673,2022.9818896681263,12,27.551311837346415,0.6556475818029383,0.0498756383475931,1.7435609668471004,43.62216126180108,0.7249049881118848,0.0237873568622224,-9.745710120337242e-05,-0.0081586661808521,0.2565049405047344,-0.0023530785373434,1.0025672748125902,-0.0072576058153539,-0.0027683958247181,11.883665326687089,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.988551975528586,0,0,0,False,1
8,21,52.0,154.0,39.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,2022.0,7,193.0,193.0,0.2020725388601036,0.0,45.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.8369701987210292e-16,1.0,0.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,0,False,0
12,5,6.820983632115442,11.036608977470811,0.8955733618105114,6.561804443694626,3.940890966527925,-0.0052179696477617,-0.0479331441710223,-0.1098501152930113,3.705810239138208,3.9960878436399954,2021.9870838523675,8,13.303581756303132,1.8336537813077696,0.0567606962774513,1.129337631598359,10.180502962789308,0.4398810374369527,-0.0001381087034207,2.599503419710629e-05,0.0060684850966535,0.5546098043648766,0.0150131495439395,1.0140787525027768,0.0036151284563769,-0.0042210104340136,5.024559721218295,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.008636311219898,0,0,0,True,0
10,16,29.32822919301745,92.4820427639216,14.83512058954569,27.17206085486008,12.100428456496182,0.0039421254946584,-0.011924791550714,1.1568330524201609,13.55832797119796,3.979782491273569,2019.9583939666352,0,96.38728930819023,3.2870068796198595,0.1410074232004849,0.7705889413873288,25.626376770420823,0.45729007283219,0.0001078422628584,9.822369999514988e-05,-0.0059625436901869,0.5468785631373337,-0.0014648737376583,1.0131415366548524,0.9979881460986472,0.0084874561736591,16.315912803300176,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.015167303929809,0,0,1,False,0
12,23,91.0,252.0,54.0,142.0,49.0,0.0,0.0,0.0,93.0,4.0,2022.0,8,306.0,2.1549295774647885,0.1764705882352941,1.5604395604395604,142.0,0.3450704225352112,0.0,0.0,0.0,0.6549295774647887,-2.4492935982947064e-16,1.0,1.0,1.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,False,0
1,4,143.77164686463493,498.6749196933945,71.71040440669809,163.41585091711022,0.5680584260692761,0.0060708335158242,0.0066432369813871,90.08906478562388,72.60356350588721,0.9673416565768364,2022.007885292697,5,577.5331567859745,6.0164960838859205,0.1294732505138181,1.189161293637686,167.82090591625828,0.0002526715323101,0.0001361846931984,0.0003593750368097,0.5506947341588077,0.4586556897205422,0.9851620115005324,0.0274486592429907,1.006936481672997,1.000970563594958,4.392048784684429,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9927701029143664,1,0,0,False,0
11,26,180.0,759.0,108.0,225.0,0.0,0.0,3.0,154.0,68.0,4.0,2021.0,4,867.0,3.8533333333333335,0.1245674740484429,1.25,225.0,0.0,0.0,0.0133333333333333,0.6844444444444444,0.3022222222222222,-2.4492935982947064e-16,1.0,1.0,1.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,False,0
6,1,57.0,175.0,5.0,61.0,39.0,0.0,0.0,0.0,22.0,2.0,2023.0,10,180.0,2.950819672131148,0.0277777777777777,1.0701754385964912,61.0,0.639344262295082,0.0,0.0,0.0,0.360655737704918,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,False,0
12,34,69.05293681360442,186.03070969874415,7.633606277978066,78.71822306273094,4.562386104411139,0.007498960970098,0.0094298235282589,3.3330732575655118,79.6181604947099,3.971725802391942,2022.0044076280535,8,200.2879355179437,2.4487106028903693,0.0388168234463638,1.2148871405937196,81.95662710730558,0.049971308418233,-8.929227349994621e-05,-0.0001044665968139,-0.0168949215496427,0.9554578598116152,-0.0017774043333923,1.0038274901589914,0.9966935486318592,-0.0063356698831423,33.882246696188616,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0307354809318912,1,0,0,False,0
1,25,247.0,556.0,70.0,332.0,0.0,0.0,0.0,183.0,149.0,1.0,2022.0,5,626.0,1.8855421686746987,0.1118210862619808,1.3441295546558705,332.0,0.0,0.0,0.0,0.5512048192771084,0.4487951807228915,1.0,6.123233995736766e-17,1.0,1.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,False,0
5,13,70.0,215.0,24.0,75.0,0.0,0.0,0.0,28.0,47.0,2.0,2022.0,6,239.0,3.1866666666666665,0.100418410041841,1.0714285714285714,75.0,0.0,0.0,0.0,0.3733333333333333,0.6266666666666667,1.2246467991473532e-16,-1.0,1.0,1.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
4,27,337.0,637.0,121.0,343.0,293.0,1.0,0.0,0.0,49.0,2.0,2021.0,2,758.0,2.2099125364431487,0.1596306068601583,1.0178041543026706,343.0,0.8542274052478134,0.0029154518950437,0.0,0.0,0.1428571428571428,1.2246467991473532e-16,-1.0,1.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5.0,0,0,0,False,1
3,23,74.6111589847201,309.2276825123848,71.94365729984224,114.04775696640064,62.30187789162552,-0.0054384306847998,-0.0030200051253749,-0.8168809550396238,46.13047290734109,0.997555353096502,2023.9877350827885,13,370.6100142104953,2.7445479298564326,0.1900315289275024,1.4743883566225446,107.44560445194897,0.5774001163281549,7.079638766263076e-05,-3.4012907213331455e-05,0.0064412681667966,0.4209239637558601,0.9947230842529936,0.0089853062565414,1.0047692324456858,1.009389273701995,23.25196117487032,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273858320563927,0,0,0,False,0
4,21,53.72777081357805,129.75430242975514,4.017992903617891,56.895916599388215,42.33348704100136,1.000468230803392,-0.0382865317225443,1.3496458504317008,11.184274510927096,2.01204624214649,2020.9837208306333,2,130.778085155435,3.401033335774574,0.0311512846521453,1.032333799414975,55.14571532990838,0.75038440715948,0.0182020974805907,5.546448137257661e-05,-0.0032424259918998,0.2372090626561887,-0.0057011263530439,-0.9936573025942064,-0.0007037381679982,-0.0060585738413772,20.671078319926394,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0432190903634364,0,1,0,False,0
11,25,262.69578608491014,684.0603106962412,58.116140092343926,303.9183258843551,3.0955947487079087,-0.010231879500516,-0.0521698874125984,92.70346022319168,208.5911186599334,3.989398218907093,2021.0234922080333,4,741.0343542880034,2.702913289674292,0.0801276228858932,1.1350525673300234,300.66837213249426,0.0156681361540542,-0.0002010060153847,-0.0004047381936478,0.3097790376849608,0.6906747051844634,0.0197667459274006,0.9982590069825844,1.004386496905419,0.9951112068828072,25.35121079357241,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0113499860430031,0,0,0,False,0
2,13,37.0,99.0,21.0,48.0,28.0,0.0,0.0,0.0,20.0,1.0,2023.0,9,120.0,2.5,0.175,1.2972972972972974,48.0,0.5833333333333334,0.0,0.0,0.0,0.4166666666666667,1.0,6.123233995736766e-17,1.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
7,28,96.0,251.0,51.0,113.0,0.0,0.0,0.0,72.0,41.0,3.0,2021.0,3,302.0,2.672566371681416,0.1688741721854304,1.1770833333333333,113.0,0.0,0.0,0.0,0.6371681415929203,0.3628318584070796,-1.0,-1.8369701987210292e-16,1.0,1.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5.0,0,0,0,False,1
6,22,107.7202789886855,357.5973248396982,56.92443601475442,116.19476660074538,61.71948309971188,-0.0141177428837972,-0.0427043355730198,-0.7558787664350269,53.45122313483528,2.0134463303097965,2023.0219922751248,10,412.8080318128293,3.093912105626232,0.1362381241465724,1.0805003799033832,115.34619438910696,0.5376847193592187,-7.859756311416048e-05,-0.0004076718105601,0.0018155214121086,0.4569132876111023,0.0238385675137741,-0.9975097051689884,0.9959160111103046,1.0158901028798106,22.11642925811248,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674010691791546,0,0,0,False,0
3,18,180.0,828.0,171.0,181.0,96.0,1.0,0.0,6.0,78.0,1.0,2024.0,13,999.0,5.519337016574585,0.1711711711711711,1.0055555555555555,181.0,0.5303867403314917,0.005524861878453,0.0,0.0331491712707182,0.430939226519337,1.0,6.123233995736766e-17,1.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,0,False,0
6,0,12.0,22.0,3.0,11.0,2.0,0.0,0.0,0.0,9.0,2.0,2023.0,10,25.0,2.272727272727273,0.12,0.9166666666666666,11.0,0.1818181818181818,0.0,0.0,0.0,0.8181818181818182,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
1,13,57.0,211.0,38.0,63.0,0.0,0.0,0.0,18.0,45.0,1.0,2022.0,5,249.0,3.952380952380953,0.1526104417670682,1.105263157894737,63.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,1.0,6.123233995736766e-17,1.0,1.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
7,12,45.654759685956655,131.41522921204083,9.549338840173952,58.71167272580016,-1.0393043049034314,-0.0023950628715019,0.0036264303669338,30.2943847649794,29.284308623143552,2.971967898184568,2020.9842671230872,3,129.32246602562927,3.8886739184577688,0.0752011438507912,1.369158400667937,58.577360669464646,0.0111163325488082,-0.0002026597975655,0.0001290891204922,0.4987989660027093,0.4901984719433513,-1.0176438436820427,0.0060154623565467,0.9936690584940786,-0.010825665211497,11.700662641267574,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.000661607201234,0,0,0,False,1
8,36,29.32367197949506,75.54438721316433,12.190581690124528,-1.5976266902335827,-0.4414251896837334,-0.0036306381127773,0.0176771494705719,20.902280340718526,-0.6257424971664931,2.994652701767378,2022.029753849698,7,87.86770837078345,88.86231922628053,0.1337774316388681,0.035476993516505,18.513636065341394,-0.0029914595280532,9.188704035219436e-05,-0.0002012000119736,1.0081670747427791,0.0085559947089065,-0.9992713926775864,-0.0195409684598815,1.012853434245783,0.0023485491484878,36.08041783918043,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.060514019002601,0,1,0,False,0
4,24,145.5849855820396,272.5292272439999,47.64412001617557,145.81821128516532,77.02225639061157,-0.0184447729752645,-0.0306338658173888,2.035941147485391,69.93520914095774,1.9876761226251207,2020.9895001157124,2,313.69936568513225,0.9425448406958288,0.1497486647103517,1.0040361744864386,143.91127290117132,0.5150436075656741,4.03574821688844e-05,6.722952413029382e-05,0.008560097525983,0.4650705588582812,-0.0132953052510002,-0.979055341106131,1.0027002643307046,0.9902405213683722,23.872632637773894,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.059480082934463,0,0,0,False,1
0,22,143.0,425.0,94.0,216.0,105.0,1.0,0.0,0.0,110.0,1.0,2021.0,1,519.0,2.4027777777777777,0.1811175337186898,1.5104895104895104,216.0,0.4861111111111111,0.0046296296296296,0.0,0.0,0.5092592592592593,1.0,6.123233995736766e-17,1.0,1.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,False,0
12,32,26.0,43.0,16.0,29.0,6.0,0.0,0.0,0.0,23.0,4.0,2022.0,8,59.0,2.034482758620689,0.2711864406779661,1.1153846153846154,29.0,0.2068965517241379,0.0,0.0,0.0,0.7931034482758621,-2.4492935982947064e-16,1.0,1.0,0.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4.0,0,0,0,True,0
4,22,97.0,246.0,25.0,139.0,56.0,0.0,0.0,0.0,83.0,2.0,2021.0,2,271.0,1.9496402877697845,0.092250922509225,1.4329896907216495,139.0,0.4028776978417266,0.0,0.0,0.0,0.5971223021582733,1.2246467991473532e-16,-1.0,1.0,1.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,False,0
12,16,31.0,97.0,21.0,26.0,6.0,0.0,0.0,0.0,20.0,4.0,2022.0,8,118.0,4.538461538461538,0.1779661016949152,0.8387096774193549,26.0,0.2307692307692307,0.0,0.0,0.0,0.7692307692307693,-2.4492935982947064e-16,1.0,1.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
7,14,305.1056537317472,563.2282849687757,55.79476272406898,437.1673891187706,1.8424467604700416,-0.0152129622040262,2.0168664128333016,260.6731981086376,173.4691046037226,3.0056703159940583,2021.0070544008183,3,614.712263797313,2.5088198551325807,0.092659145197175,1.4302080903366767,433.5953516867895,0.003103185478033,0.0002358468351006,0.0047792710874885,0.5915042227541831,0.3983489554708309,-1.018184611735818,0.0156856931975861,0.998870696274658,0.9965762539865272,13.728569258581595,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239373018867818,0,0,0,False,0
12,3,40.0,121.0,14.0,48.0,21.0,0.0,0.0,0.0,27.0,4.0,2022.0,8,135.0,2.8125,0.1037037037037037,1.2,48.0,0.4375,0.0,0.0,0.0,0.5625,-2.4492935982947064e-16,1.0,1.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,1,False,0
8,18,192.0,744.0,164.0,4.0,2.0,0.0,3.0,119.0,0.0,3.0,2022.0,7,908.0,227.0,0.1806167400881057,0.0208333333333333,124.0,0.0161290322580645,0.0,0.0241935483870967,0.9596774193548387,0.0,-1.0,-1.8369701987210292e-16,1.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,0,False,0
